id                  ,label                              ,community           ,pr
-8709505537947231862,rafael correa                      ,-2209714333319565875,1.0000000000000004
-7448063912344252572,robert bea                         ,-2209714333319565875,1.0000000000000004
-7444383465975309377,condoleezza rice                   ,-5123806391895283158,1.0000000000000004
-5470782197706017503,lok sabha                          ,-5470782197706017503,1.0000000000000004
-7205442634066439509,eric meijer                        ,-5888010320500233275,1.0000000000000004
433675138669271630  ,kerry kemp                         ,-5285211027918953228,1.0000000000000004
-7695077803468780495,kyle kirchmeier                    ,-6817692648362739035,1.0000000000000004
-3807661621276085826,jim inhofe                         ,-5123806391895283158,1.0000000000000004
5690402462881397655 ,king salman                        ,-5123806391895283158,1.0000000000000004
6169053225138654698 ,michael brune                      ,-5123806391895283158,1.0000000000000004
-2148898543735823396,mike duffy                         ,-2209714333319565875,1.0000000000000004
-4467744812416310249,curtis smith                       ,-7981629573227806010,1.0000000000000004
351689780619130825  ,elizabeth warren                   ,-5123806391895283158,1.0000000000000004
-6156992426766342121,tony abbott                        ,-2209714333319565875,1.0000000000000004
6232840699060590306 ,tammy webber                       ,-8778605200936573775,1.0000000000000004
-2044860810365040296,randolph t holhut                  ,-5123806391895283158,1.0000000000000004
-1861103706999304260,paul j weber                       ,-8778605200936573775,1.0000000000000004
-5359310157838025608,saad al-hadithi                    ,-4678795136086809460,1.0000000000000004
-3489637993889021587,richard wiseman                    ,-2019257571715061722,1.0000000000000004
-8288940420225851572,el faro                            ,-7981629573227806010,1.0000000000000004
2664843183218588407 ,mary landrieu                      ,-5123806391895283158,1.0000000000000004
5938483825255926276 ,dave archambault                   ,-6817692648362739035,1.0000000000000004
8660984676203185851 ,nicole winfield                    ,-2209714333319565875,1.0000000000000004
1829182820780899682 ,philip hammond                     ,-5123806391895283158,1.0000000000000004
1417210404697452834 ,eric tucker                        ,-5123806391895283158,1.0000000000000004
-3467400882301642596,wahid supriyadi                    ,-4678795136086809460,1.0000000000000004
476135616677260618  ,dilma rousseff                     ,-2498084582014429470,1.0000000000000004
4706356666700410987 ,dave heineman                      ,-5123806391895283158,1.0000000000000004
3888462923316716117 ,kanye west                         ,-5123806391895283158,1.0000000000000004
2958395493142850367 ,zhou yongkang                      ,2958395493142850367 ,1.0000000000000004
5347642570561376943 ,john d rockefeller                 ,3434937228167692261 ,1.0000000000000004
-5048082271770983855,ayodele fayose                     ,-2209714333319565875,1.0000000000000004
-594195357039030174 ,vladimir soldatkin                 ,-5123806391895283158,1.0000000000000004
-6537585967691811672,chrystia freeland                  ,-2209714333319565875,1.0000000000000004
-6150731274223034299,marine le pen                      ,-2209714333319565875,1.0000000000000004
-4729589068185710698,tayyip erdogan                     ,-5123806391895283158,1.0000000000000004
7519218881764246375 ,hillary rodham clinton             ,-5123806391895283158,1.0000000000000004
89908499574621169   ,robert menendez                    ,-5123806391895283158,1.0000000000000004
-2485068596468117733,hasan rouhani                      ,-4678795136086809460,1.0000000000000004
4609443826250990848 ,jeffrey halley                     ,-5123806391895283158,1.0000000000000004
196225144506262727  ,ed murray                          ,-7981629573227806010,1.0000000000000004
5706353703463528776 ,sara tarrant                       ,8132684862963203237 ,1.0000000000000004
492098749013532362  ,cecily fong                        ,-6817692648362739035,1.0000000000000004
-8127475772304732794,fran pavley                        ,-2209714333319565875,1.0000000000000004
6877548276407382121 ,ben carson                         ,-2376203089953264870,1.0000000000000004
6428672766244521100 ,globaldata globaldata              ,-5888010320500233275,1.0000000000000004
6342774253820456939 ,sally jewell                       ,-6817692648362739035,1.0000000000000004
-4797428766683497365,mark rutte                         ,-5123806391895283158,1.0000000000000004
-8934932909377289061,harry truman                       ,-5123806391895283158,1.0000000000000004
-5451732678002101533,tarek william saab                 ,-2498084582014429470,1.0000000000000004
-3792228007270265448,harold frazier                     ,-6817692648362739035,1.0000000000000004
-7405476888601717247,tom fargione                       ,-7405476888601717247,1.0000000000000004
1371428353417041331 ,vijay mallya                       ,1371428353417041331 ,1.0000000000000004
-2138437462078074953,ed royce                           ,-5123806391895283158,1.0000000000000004
-8245114520466503739,j scott applewhite                 ,-5123806391895283158,1.0000000000000004
-7241306346921812835,binali yildirim                    ,-2209714333319565875,1.0000000000000004
-5697900219464244813,darlene superville                 ,-5123806391895283158,1.0000000000000004
4008734897837165765 ,adel al-jubeir                     ,-5123806391895283158,1.0000000000000004
-7952294823190575687,george h w bush                    ,-5123806391895283158,1.0000000000000004
-5358653244239667776,john f kennedy                     ,-5123806391895283158,1.0000000000000004
6250104433598826    ,beppe grillo                       ,-2209714333319565875,1.0000000000000004
5808937901564062267 ,james inhofe                       ,-5123806391895283158,1.0000000000000004
-4001722324483238694,sergio moro                        ,-2498084582014429470,1.0000000000000004
2103532825457102704 ,andrew cuomo                       ,-5123806391895283158,1.0000000000000004
-8778605200936573775,diana heidgerd                     ,-8778605200936573775,1.0000000000000004
1081776048420974096 ,henry kissinger                    ,-5123806391895283158,1.0000000000000004
7057901374721219905 ,gregor robertson                   ,-2209714333319565875,1.0000000000000004
-5285211027918953228,lora waraksa                       ,-5285211027918953228,1.0000000000000004
-441503973431915681 ,justin trudeau                     ,-2209714333319565875,1.0000000000000004
-5028022412942399129,frank-walter steinmeier            ,-4678795136086809460,1.0000000000000004
4597496278696785383 ,ed gonzalez                        ,-8778605200936573775,1.0000000000000004
431963907788558117  ,craig erlam                        ,-5888010320500233275,1.0000000000000004
-4329752469668364679,lech walesa                        ,-5123806391895283158,1.0000000000000004
4047807845302405442 ,blake nicholson                    ,-6817692648362739035,1.0000000000000004
