source              ,target              ,articles
6382886405921188060 ,-3038304460437961862,1136
6611336480032655854 ,-5123806391895283158,1788
7622153264349607146 ,6132887020992818052 ,3368
8770548263920305041 ,-319213317550603216 ,10497
-8778605200936573775,6306074510567183512 ,1341
-7952294823190575687,-232442968513540034 ,6765
-7852746510266638865,-1385774087472095066,1200
-7241306346921812835,-1731027801387243744,1075
-6225865464430741523,-2030977886066610622,1215
-5801313175022607534,-2209714333319565875,1895
-5358653244239667776,-232442968513540034 ,1299
-4894173984603446875,-4852392759553749001,1973
-4678795136086809460,3016979562142190363 ,1388
-3034747171331345424,-1216926964751179433,3091
-2966009764693913365,-8987850060965433138,1256
-2498084582014429470,-319213317550603216 ,3088
-2209714333319565875,6877548276407382121 ,3646
-2030977886066610622,-5123806391895283158,34263
-2030977886066610622,6700158222676742348 ,3995
-1031268946513902603,4039981398678508939 ,1923
-441503973431915681 ,-2030977886066610622,8297
-319213317550603216 ,-5672994227668043651,1149
-319213317550603216 ,-4110069703337102705,1534
-319213317550603216 ,4420057763900089647 ,1757
-319213317550603216 ,6537151015827973909 ,1341
-232442968513540034 ,905554212738677508  ,1319
2007965506053575896 ,5602245785061237038 ,1296
3575826565883763532 ,-4852392759553749001,1508
3815815919996108488 ,-2030977886066610622,3797
3968009107423201800 ,8344494712559261140 ,1233
3983001033083476074 ,-645147010875212004 ,1260
4024005794333692284 ,-2868069859664123583,1080
5669810817728340014 ,-3489637993889021587,1040
5856445486635177175 ,74128748331539267   ,1163
6611336480032655854 ,-3131478713916425544,1057
6700158222676742348 ,-2030977886066610622,3995
8221521381664606233 ,1731868121115529840 ,1127
8234979108958894926 ,-98432351508960590  ,1175
-8702971161602665376,7871747628767178370 ,1302
-7764520725921474676,9014183989093063301 ,1136
-7695077803468780495,360482089417387317  ,1168
-5825783656841140364,633087338846443428  ,1829
-5123806391895283158,-2498084582014429470,1232
-5123806391895283158,7090419308735054832 ,2795
-4678795136086809460,-4729589068185710698,1468
-4300582705767753623,-2030977886066610622,7268
-2209714333319565875,-4678795136086809460,2228
-2209714333319565875,-3538411741119108235,1049
-2171465814280876030,-319213317550603216 ,1689
-2044860810365040296,-232442968513540034 ,1282
-2030977886066610622,8757928992278026968 ,1249
-1958301884448221452,-1086463102053860736,3197
-1898434984717323372,-6270542319968030505,1154
-1808812747603547780,1239823298764786415 ,8017
-554187375508143523 ,7622153264349607146 ,1765
-319213317550603216 ,-8283919745813232577,2355
-319213317550603216 ,3018477597755113547 ,3294
-319213317550603216 ,6546948422644068577 ,2829
-319213317550603216 ,6605055440449213852 ,1131
-204349356392618973 ,523098992404713312  ,2087
90275451384712336   ,7538947819750950667 ,1905
360482089417387317  ,7961587406411262285 ,1966
476135616677260618  ,-58081881544121599  ,1327
492098749013532362  ,-6817692648362739035,1820
758980103497961059  ,8735549545327376262 ,1061
922999064520858995  ,-2030977886066610622,1588
1755457860918873138 ,5669810817728340014 ,1009
1832510329768604584 ,-4119471098201915446,2213
1932551752666018672 ,9036656099340829831 ,1323
2605366745580009142 ,-232442968513540034 ,1037
2848041216899638147 ,1215002096928707874 ,1191
5335998171992817134 ,1239823298764786415 ,1139
5762587854643165944 ,-5123806391895283158,1335
6306074510567183512 ,6232840699060590306 ,1035
6381873041093583154 ,3668838806884381306 ,1184
7335818529221202219 ,8984620194342160184 ,1207
7871747628767178370 ,-8354583715484812084,2200
8670665194432039431 ,6891633248965691680 ,6098
-7695077803468780495,8522505115708848705 ,1066
-7166547167269953548,-319213317550603216 ,1287
-6817692648362739035,6915440518388851069 ,2328
-6351389831618156138,8424014414438314999 ,1227
-6270542319968030505,7814452207850699285 ,1214
-6270542319968030505,8505632942591836846 ,1103
-5842301292766507296,6381873041093583154 ,1883
-5123806391895283158,-7531676124604896595,3097
-5028022412942399129,633087338846443428  ,1047
-4729589068185710698,2784257201517212856 ,1603
-4503942782607555752,-8706916677913996911,1366
-3467400882301642596,-5123806391895283158,1089
-2962050181469586421,-3861692456531874851,1072
-2776212706572237214,-7852746510266638865,1110
-2597550477887731461,2848041216899638147 ,1651
-2446107919545999447,-8046596491379678834,1093
-2396370213945007017,-7952294823190575687,1303
-2030977886066610622,-8180303330334575413,3006
-240221642038059400 ,-319213317550603216 ,3513
-232442968513540034 ,-2044860810365040296,1282
67129535048934305   ,1098278059664356283 ,7270
648803521752926221  ,298627900943414666  ,1006
1544717718399102752 ,-4584259589746295249,1074
1832510329768604584 ,-7531676124604896595,1246
1932551752666018672 ,-758527018290989534 ,1778
2466718171216372801 ,7538947819750950667 ,1277
2873133290080674816 ,9036656099340829831 ,1053
4524033390885294559 ,-2446107919545999447,1513
5186870195014903914 ,-2030977886066610622,1015
5580127268651913566 ,-319213317550603216 ,1374
5602245785061237038 ,8217712736364394548 ,1296
5690402462881397655 ,1668339779333898083 ,1218
6071396418810432554 ,1030373636060469033 ,1300
6915440518388851069 ,-2030977886066610622,3354
7538947819750950667 ,-2865823667483370081,1143
7672341117243153760 ,7132280360170479124 ,1271
7814452207850699285 ,-6270542319968030505,1214
8877497976988909722 ,-319213317550603216 ,1476
-8960197832379606737,-5650405956671312793,1356
-8460219923746299350,-2498084582014429470,1578
-7952294823190575687,-1843037069962836581,1033
-7937406015722907776,7871747628767178370 ,1106
-7789283960893038307,-5123806391895283158,1923
-5123806391895283158,-1843037069962836581,18071
-4383427925976837532,-2030977886066610622,5883
-4079307483102441109,5669810817728340014 ,1158
-3922507348792021692,7490588149625952520 ,1788
-2421143275206975306,7871747628767178370 ,1671
-2209714333319565875,-4595461474310074429,1356
-2049965148602611775,8086321949898543665 ,1320
-2030977886066610622,-6552020793992789682,1192
-2030977886066610622,-3034747171331345424,3956
-703758798842958219 ,-2030977886066610622,1393
-319213317550603216 ,-3807661621276085826,1489
-319213317550603216 ,-3135427461330758141,1150
-319213317550603216 ,1912009536204813657 ,1347
-232442968513540034 ,-5842301292766507296,1186
-204349356392618973 ,-3644856480091359686,1347
6250104433598826    ,633087338846443428  ,1004
1239823298764786415 ,-753292883416164054 ,3195
1755457860918873138 ,6159299216786126563 ,1009
4018041505326134685 ,-232442968513540034 ,2743
4418623468891380562 ,-1854280877140085794,1019
5512656596086630433 ,-2180389149550549525,1033
5808937901564062267 ,-319213317550603216 ,1535
5925519344790501494 ,-232442968513540034 ,2845
6672343591078621330 ,-3034747171331345424,1275
7090419308735054832 ,7490588149625952520 ,1054
7621232311076131365 ,3815815919996108488 ,1611
8216699179086341487 ,3709675875350988320 ,1160
8770548263920305041 ,-977966794734927473 ,1208
8856502813293651899 ,3566244866527376782 ,1005
9036656099340829831 ,2873133290080674816 ,1053
-8705540068739447259,-4119471098201915446,1011
-7531676124604896595,4282139899318826593 ,1502
-7515309291958133185,-1843037069962836581,1648
-7075739384072536391,-2030977886066610622,1019
-6547665733824167393,-441503973431915681 ,1584
-6117186771910231345,-4230325695228945703,1084
-6037475433742513966,7637037118574180081 ,1028
-4110069703337102705,8064149031820047117 ,1859
-2876979887011961297,-5123806391895283158,3753
-2590648221219211668,2119354951289933627 ,2058
-2573317583224643731,-3489637993889021587,1040
-2498084582014429470,5049959027086869363 ,1778
-2209714333319565875,1417210404697452834 ,1065
-2030977886066610622,6132887020992818052 ,2068
-1843037069962836581,2560990076534926848 ,1420
-1652469311467641984,1395096736277627200 ,1960
-1203650273977838851,-758527018290989534 ,3036
-319213317550603216 ,2605366745580009142 ,1799
-240221642038059400 ,3815815919996108488 ,2139
523098992404713312  ,-1589286033025909364,1259
922999064520858995  ,-966112708407853123 ,1276
1604283612793396827 ,1554551611396352462 ,1162
1943401871528076639 ,7490588149625952520 ,1096
2000442210124956849 ,-232442968513540034 ,1070
2330092998442649523 ,-5169132709813319123,1557
2784257201517212856 ,-554187375508143523 ,1248
2995836344708591032 ,-8403021265468921237,1186
3018477597755113547 ,-352743772921911031 ,1263
3623984439404617066 ,-5841166777524364385,1268
4418623468891380562 ,1932551752666018672 ,3739
6382886405921188060 ,-7531676124604896595,1110
6877548276407382121 ,-1898434984717323372,3385
7637037118574180081 ,-2030977886066610622,1235
8217712736364394548 ,475327060407514070  ,1296
8344494712559261140 ,3815815919996108488 ,1240
9187478992269786939 ,-4389296294014978424,1290
-5650405956671312793,2082255006670207919 ,1356
-5123806391895283158,1003277080643836383 ,1156
-5123806391895283158,4008734897837165765 ,1097
-4678795136086809460,3111672688651582693 ,1312
-4584259589746295249,4018041505326134685 ,1231
-4329752469668364679,-5123806391895283158,1002
-4119471098201915446,-6921004375998832904,1096
-3587018700784064825,1816234862579105910 ,2623
-3438100517334344641,-5044865441892422651,1500
-3034908872723999323,-7515309291958133185,1685
-2710939004853945403,1098278059664356283 ,1150
-2030977886066610622,-9095532847110449034,1043
-2030977886066610622,-4225374835328451288,1078
-2030977886066610622,5345010078989674752 ,1113
-2030977886066610622,8290146907089535576 ,3348
-1843037069962836581,-4225844333312675224,1180
-1843037069962836581,-352743772921911031 ,1722
-1143221419536893729,-319213317550603216 ,1803
-401720564610116223 ,648803521752926221  ,1551
-319213317550603216 ,-8354583715484812084,8016
168519186021231628  ,-6370465169341461479,1255
633087338846443428  ,298627900943414666  ,1451
1098278059664356283 ,-2209714333319565875,3026
1832510329768604584 ,-5697900219464244813,1147
2784257201517212856 ,-8987850060965433138,1344
3815815919996108488 ,3968009107423201800 ,1558
3968009107423201800 ,-7695077803468780495,1189
4184381332395750060 ,3392124192403595158 ,1850
4598025016433322182 ,-1843037069962836581,4225
4598025016433322182 ,7871747628767178370 ,1909
5679758924589637024 ,4024005794333692284 ,1578
5745090389146023302 ,-1652469311467641984,1512
6232840699060590306 ,7637037118574180081 ,1037
6919108881676297410 ,1215002096928707874 ,2491
7847643209716875905 ,-1843037069962836581,1373
7871747628767178370 ,-2152952207081359955,1218
7871747628767178370 ,1358566406561345815 ,2053
8465637361048996806 ,-319213317550603216 ,3462
-7831662779218070934,-2030977886066610622,1585
-7695077803468780495,-8997368039501260858,1668
-7241306346921812835,8221521381664606233 ,2280
-6225865464430741523,-319213317550603216 ,1066
-6079544356918891432,-319213317550603216 ,1092
-5842301292766507296,-232442968513540034 ,1186
-4584259589746295249,-1808812747603547780,1365
-3489637993889021587,-4079307483102441109,1040
-2868799911054493240,-5644081230126527937,1523
-2209714333319565875,-7170442259137058980,1168
-2209714333319565875,-2030977886066610622,65320
-2030977886066610622,5049959027086869363 ,1298
-1843037069962836581,6382886405921188060 ,2772
-1731027801387243744,-2030977886066610622,1794
-645147010875212004 ,-7981629573227806010,1546
-319213317550603216 ,-4862681362924802362,1471
-240221642038059400 ,-6817692648362739035,3188
-232442968513540034 ,-5123806391895283158,6018
3673172251135641489 ,-319213317550603216 ,1645
6382886405921188060 ,8735549545327376262 ,1099
6672343591078621330 ,-7512790269054083321,1010
8465637361048996806 ,7519218881764246375 ,1045
8521781164735264993 ,-319213317550603216 ,1710
8776758513095027067 ,-441503973431915681 ,1627
8812523867682106208 ,1098278059664356283 ,1194
8968304211594570857 ,-645147010875212004 ,2096
-8283919745813232577,-4678795136086809460,3155
-8180303330334575413,-2030977886066610622,3006
-7189858928044189094,-1843037069962836581,1215
-6212011444670596833,2873133290080674816 ,1285
-4001722324483238694,476135616677260618  ,5295
-3922507348792021692,6877548276407382121 ,1288
-2446107919545999447,-8483830273295168553,2462
-2209714333319565875,3043621579077480904 ,1684
-2030977886066610622,-2347820953665246459,1819
-2030977886066610622,6258419706765604539 ,1203
-2019257571715061722,1755457860918873138 ,1011
-1898434984717323372,7090419308735054832 ,2163
-1843037069962836581,8693094688026702427 ,1920
-1652469311467641984,-6270542319968030505,3526
-1542241663889755290,-7205442634066439509,1097
-942000369190037122 ,-2030977886066610622,1380
-554187375508143523 ,2784257201517212856 ,1248
-554187375508143523 ,7871747628767178370 ,1401
-329177663098512984 ,-2325711285380119741,1782
-319213317550603216 ,1297010197430591288 ,1750
-319213317550603216 ,5148248206110164236 ,4162
-232442968513540034 ,3018477597755113547 ,1430
1098278059664356283 ,523098992404713312  ,5868
1098278059664356283 ,660828824935539482  ,1671
1832510329768604584 ,779128267551182966  ,2134
1832510329768604584 ,4184381332395750060 ,1249
2359071505835446334 ,922999064520858995  ,1559
2664843183218588407 ,-319213317550603216 ,3921
3392124192403595158 ,6382886405921188060 ,1040
4184381332395750060 ,-5825783656841140364,1160
4184381332395750060 ,4038455739488905858 ,1039
5938483825255926276 ,6915440518388851069 ,3769
7538947819750950667 ,-758527018290989534 ,1253
7538947819750950667 ,2466718171216372801 ,1277
7847643209716875905 ,-5123806391895283158,1413
-8709505537947231862,2523002136167326932 ,1220
-7036573288380974412,8521781164735264993 ,1480
-6950990616566973209,-4001722324483238694,5838
-5826454461003635026,-2876979887011961297,1231
-5729020544562572248,-2030977886066610622,3019
-5123806391895283158,3018477597755113547 ,1977
-4729589068185710698,-4584259589746295249,1016
-4678795136086809460,6382886405921188060 ,8739
-3861692456531874851,-6382392143015061659,1125
-3131478713916425544,-232442968513540034 ,1447
-2376203089953264870,-977966794734927473 ,1912
-2376203089953264870,-232442968513540034 ,3542
-2322882221466225088,1098278059664356283 ,1415
-2030977886066610622,-5546905861789152862,2510
-2030977886066610622,-2590648221219211668,1115
-2030977886066610622,-2195368857514539304,1038
-2030977886066610622,-1216926964751179433,3252
-1843037069962836581,-319213317550603216 ,13983
-1808812747603547780,5501004649970139844 ,1404
-1031268946513902603,-5246192327499103042,1133
-942256357442469323 ,-942000369190037122 ,1169
-319213317550603216 ,-1031268946513902603,6381
-319213317550603216 ,3554131571515796329 ,1469
-319213317550603216 ,4184381332395750060 ,3610
-195293542193935170 ,-4119471098201915446,2049
633087338846443428  ,-2378702456246833943,1259
1297010197430591288 ,3111672688651582693 ,1273
1832510329768604584 ,6008067634782732883 ,1303
2338338228961608296 ,-1958301884448221452,3197
5938483825255926276 ,-240221642038059400 ,4253
6132887020992818052 ,-1808812747603547780,1107
6382886405921188060 ,-8283919745813232577,3064
7621232311076131365 ,3968009107423201800 ,1534
7924808882512459872 ,7871747628767178370 ,1261
8221521381664606233 ,6382886405921188060 ,2264
